Time (ms),2022-04-25_multipletau_dirty_0dot2-1dot0_0700_correlation-CH1_1,2022-04-25_multipletau_dirty_0dot2-1dot0_0700_correlation-CH1_1 fitted model: ,
1.0,0.10260976850986481,0.10511254840434214,
2.0,0.09567369520664215,0.09693563027513753,
3.0,0.0896344929933548,0.08993030433447137,
4.0,0.08429676294326782,0.08386160429999573,
5.0,0.07959874719381332,0.07855345769203555,
6.0,0.0755060538649559,0.07387132188378084,
7.0,0.0710027664899826,0.0697106214641406,
8.0,0.06723799556493759,0.06598884492502792,
9.0,0.06408994644880295,0.06264001725556385,
10.0,0.06123240664601326,0.0596107549114342,
11.0,0.058281898498535156,0.056857398728116945,
12.0,0.05521385744214058,0.05434389611712167,
13.0,0.052437033504247665,0.052040213627114064,
14.0,0.050152119249105453,0.049921131121682505,
15.0,0.04814053326845169,0.04796531466711259,
16.0,0.04615352302789688,0.04615459576116709,
18.0,0.04230339080095291,0.042908324482653123,
20.0,0.039403580129146576,0.04008148649182713,
22.0,0.03730930760502815,0.03759772549631782,
24.0,0.03472529351711273,0.03539815871814474,
26.0,0.032163381576538086,0.03343664903757613,
28.0,0.030093997716903687,0.031676533406260775,
30.0,0.029046373441815376,0.03008830976484708,
32.0,0.02772226557135582,0.028647970093419604,
36.0,0.026018347591161728,0.026135360933554494,
40.0,0.025621488690376282,0.0240172064212109,
44.0,0.025154177099466324,0.022207378959820823,
48.0,0.022891979664564133,0.020643123973153675,
52.0,0.0196914691478014,0.019277635024635628,
56.0,0.0167095847427845,0.018075290238186853,
60.0,0.014806288294494152,0.017008499881508172,
64.0,0.013757805339992046,0.016055563279297132,
72.0,0.01087968423962593,0.014425375378110153,
80.0,0.009587321430444717,0.013081944246429063,
88.0,0.010276339948177338,0.011955724038539495,
96.0,0.010195635259151459,0.010997975708583654,
104.0,0.008553682826459408,0.010173527259135319,
112.0,0.007225664798170328,0.009456360208916197,
120.0,0.005116773769259453,0.008826813743361736,
128.0,0.004507154226303101,0.008269754625722926,
144.0,0.0026724424678832293,0.007328191062150968,
160.0,0.00357518857344985,0.006562869153475117,
176.0,0.006818258669227362,0.005928540392689624,
192.0,0.006476021371781826,0.00539422471889101,
208.0,0.009806657209992409,0.0049379973150208015,
224.0,0.011181862093508244,0.004543905429053438,
240.0,0.007151442114263773,0.004200064613287758,
256.0,0.004669141955673695,0.0038974395679144897,
288.0,0.006393343675881624,0.003389366812916547,
320.0,0.00520069757476449,0.0029795439664141534,
352.0,0.002616179408505559,0.002641984620820178,
384.0,0.004747126717120409,0.002359124162160983,
416.0,0.004390661604702473,0.002118663757187307,
448.0,0.006069430615752935,0.0019117346217019842,
480.0,0.0015779919922351837,0.0017317801914780765,
512.0,0.006679205223917961,0.0015738486950068408,
576.0,-0.0019301932770758867,0.001309646662715133,
640.0,0.0006092974217608571,0.0010973954886451787,
704.0,-0.002547831740230322,0.0009231439255657247,
768.0,-0.001047353958711028,0.0007775257184355323,
832.0,-0.004525510594248772,0.000654019071206119,
896.0,0.0036086752079427242,0.0005479430433108076,
960.0,-0.0018795679789036512,0.0004558508567238243,
1024.0,-0.0034845471382141113,0.0003751483038879639,
1152.0,-0.0037246081046760082,0.00024039056052329926,
1280.0,-0.004339811857789755,0.00013235558051564946,
1408.0,0.0007250865455716848,4.3811623049367894e-05,
1536.0,0.0016889345133677125,-3.007954895010046e-05,
1664.0,0.004883675370365381,-9.26772241703832e-05,
1792.0,0.00041420632624067366,-0.00014638672831419398,
1920.0,0.002822006121277809,-0.0001929756071065592,
2048.0,0.0023551746271550655,-0.0002337718717463469,
2304.0,0.0011508227325975895,-0.00030183002046675503,
2560.0,0.00037683287519030273,-0.0003563345586499124,
2816.0,0.000614590710029006,-0.0004009675963687881,
3072.0,0.001968578901141882,-0.00043818823646459324,
3328.0,-0.0015620278427377343,-0.00046970141810681414,
3584.0,0.0009620842756703496,-0.0004967264399101274,
3840.0,0.0014752461574971676,-0.0005201583794581864,
4096.0,-0.0018230185378342867,-0.0005406691420250364,
4608.0,-0.0011215717531740665,-0.0005748699671389748,
5120.0,0.0016594042535871267,-0.0006022452363756771,
5632.0,0.0023133272770792246,-0.0006246528499063198,
6144.0,-0.004413651768118143,-0.000643332510482452,
6656.0,-0.007433791644871235,-0.0006591431008488709,
7168.0,0.004056725185364485,-0.0006726984832747031,
7680.0,0.002372034825384617,-0.0006844490566709115,
8192.0,-0.00665119057521224, ,
9216.0,-0.0013008186360821128, ,
10240.0,-0.005208574701100588, ,
11264.0,-0.0018734277691692114, ,
12288.0,0.007832914590835571, ,
13312.0,-0.0008157436386682093, ,
14336.0,-0.002275437116622925, ,
