Time (ms),2022-05-17_multipletau_labthresh-0dot04_delete_0dot069-0dot01_2666_correlation-CH1_1,2022-05-17_multipletau_labthresh-0dot04_delete_0dot069-0dot01_2666_correlation-CH1_1 fitted model: ,
1.0,0.11550599336624146,0.11085382476870065,
2.0,0.11361246556043625,0.11003615224481958,
3.0,0.11189243197441101,0.10922940377181457,
4.0,0.11051769554615021,0.10843336188544313,
5.0,0.1092226505279541,0.10764781485547242,
6.0,0.10800421237945557,0.10687255649792711,
7.0,0.10687483847141266,0.10610738599466596,
8.0,0.10617624968290329,0.10535210771995641,
9.0,0.10532388836145401,0.10460653107373188,
10.0,0.10449457168579102,0.10387047032123368,
11.0,0.10358470678329468,0.10314374443875406,
12.0,0.10253844410181046,0.10242617696521104,
13.0,0.10141564160585403,0.10171759585929983,
14.0,0.1002756729722023,0.10101783336197749,
15.0,0.09927725046873093,0.10032672586405027,
16.0,0.09840817749500275,0.09964411377864396,
18.0,0.09661152213811874,0.09830375687683779,
20.0,0.0953819528222084,0.09699556184983546,
22.0,0.09407263994216919,0.09571838483446724,
24.0,0.09253386408090591,0.09447113557525845,
26.0,0.09098723530769348,0.09325277432036012,
28.0,0.0895824134349823,0.09206230893069385,
30.0,0.08843716979026794,0.09089879218541812,
32.0,0.08730238676071167,0.08976131926833579,
36.0,0.08542877435684204,0.08756108375129444,
40.0,0.08390612155199051,0.08545512653023891,
44.0,0.08247538655996323,0.0834375150849497,
48.0,0.08075527101755142,0.08150280441277565,
52.0,0.0785675048828125,0.07964598795824802,
56.0,0.0772753432393074,0.07786245435266767,
60.0,0.07558745890855789,0.07614794917663921,
64.0,0.07323724776506424,0.07449854107805545,
72.0,0.06901614367961884,0.07138072877631761,
80.0,0.06520354747772217,0.06848296368277519,
88.0,0.0625477284193039,0.06578274429398413,
96.0,0.06023239344358444,0.06326053591382011,
104.0,0.058546241372823715,0.06089929729225481,
112.0,0.05699044466018677,0.05868409509258643,
120.0,0.0551358200609684,0.056601787745546944,
128.0,0.05287883058190346,0.054640764545232534,
144.0,0.05192217975854874,0.05104251821312528,
160.0,0.051787007600069046,0.047819698616535226,
176.0,0.05002985894680023,0.044916463150846346,
192.0,0.0486782006919384,0.04228752106429871,
208.0,0.048335395753383636,0.03989575357346378,
224.0,0.0468626394867897,0.03771045029403913,
240.0,0.043162744492292404,0.03570598348404896,
256.0,0.038923632353544235,0.03386079833429912,
288.0,0.03460778668522835,0.030577921084217988,
320.0,0.03171234205365181,0.02774523355135089,
352.0,0.031087573617696762,0.02527607422220548,
384.0,0.02888791263103485,0.02310468349723535,
416.0,0.025148872286081314,0.021180260384867235,
448.0,0.0215678121894598,0.01946293799858301,
480.0,0.018030980601906776,0.017920992024974828,
512.0,0.01564197614789009,0.016528862874878366,
576.0,0.010926912538707256,0.014114451401097374,
640.0,0.0058683673851192,0.012092876005213526,
704.0,0.0002937281387858093,0.010375475104761254,
768.0,0.001148485578596592,0.008898401080186882,
832.0,0.0027555383276194334,0.0076145070049345245,
896.0,0.003753887489438057,0.006488221283506488,
960.0,0.0026256684213876724,0.005492200672647246,
1024.0,0.0027995549608021975,0.004605081140056156,
1152.0,0.001685866853222251,0.0030931455700516624,
1280.0,-0.0004466449609026313,0.0018525039949666353,
1408.0,-0.00547679653391242,0.0008161487578258256,
1536.0,-0.008661865256726742,-6.253920081647664e-05,
1664.0,-0.010414164513349533,-0.0008169967783801906,
1792.0,-0.011777742765843868,-0.0014718303778036273,
1920.0,-0.008584912866353989,-0.0020455504664081484,
2048.0,-0.0061345892027020454,-0.002552349220411712,
2304.0,-0.006362836807966232,-0.0034071262973780735,
2560.0,-0.007217238191515207,-0.004100213624153982,
2816.0,-0.009089098311960697,-0.00467352488488138,
3072.0,-0.011334356851875782,-0.005155639313551134,
3328.0,-0.007510428782552481,-0.005566713798534113,
3584.0,-0.00441138818860054,-0.005921372581169427,
3840.0,-0.0015615946613252163,-0.006230483608592939,
4096.0,-0.0013754626270383596,-0.00650229178734046,
4608.0,0.004220366477966309,-0.006958100870991168,
5120.0,0.008065393194556236,-0.007325287404855897,
5632.0,-0.00469533447176218,-0.007627407587546832,
6144.0,-0.007693033199757338,-0.007880348664382246,
6656.0,-0.007283912040293217,-0.008095214916268412,
7168.0,0.009692040272057056,-0.00828000160212411,
7680.0,-0.0025389271322637796,-0.008440611874684999,
8192.0,-0.010092456825077534, ,
9216.0,-0.004127994179725647, ,
10240.0,-0.023072481155395508, ,
11264.0,-0.0035153778735548258, ,
12288.0,0.06709165126085281, ,
13312.0,-0.005401952657848597, ,
14336.0,-0.02839159406721592, ,
